X축 우선순위,총계,,,,,,,,,
나이별,연도,합계(명),전년도(명),성장률(%),구성비(%),목적별,,,,
,,,,,,관광,상용,공용,유학연수,기타
61 ~ 70,2012년 12월,47178,54279,-0.131,0,40285,434,110,5,6344
61 ~ 70,2013년 01월,45829,48543,-0.056,0,37389,689,149,9,7593
61 ~ 70,2013년 02월,48802,55091,-0.114,0,40252,523,92,8,7927
61 ~ 70,2013년 03월,75324,75310,0,0,63629,590,84,14,11007
61 ~ 70,2013년 04월,92600,106096,-0.127,0.001,81475,1159,117,7,9842
61 ~ 70,2013년 05월,79962,96898,-0.175,0,67815,3263,112,6,8766
61 ~ 70,2013년 06월,76234,84200,-0.095,0,65415,3113,128,6,7572
61 ~ 70,2013년 07월,69107,70367,-0.018,0,59344,2910,119,4,6730
61 ~ 70,2013년 08월,68883,61215,0.125,0,59616,1834,151,9,7273
61 ~ 70,2013년 09월,93045,81384,0.143,0.001,81660,2146,142,10,9087
61 ~ 70,2013년 10월,94695,93343,0.014,0.001,82402,1065,145,5,11078
61 ~ 70,2013년 11월,68099,66896,0.018,0,58171,681,157,7,9083
61 ~ 70,2013년 12월,49152,47178,0.042,0,41230,623,135,5,7159
61 ~ 70,2014년 01월,47649,45829,0.04,0,38324,729,162,4,8430
61 ~ 70,2014년 02월,50057,48802,0.026,0,39023,641,118,6,10269
61 ~ 70,2014년 03월,89600,75324,0.19,0.001,74598,909,141,11,13941
61 ~ 70,2014년 04월,116329,92600,0.256,0.001,102167,678,175,6,13303
61 ~ 70,2014년 05월,103492,79962,0.294,0.001,89763,2172,185,8,11364
61 ~ 70,2014년 06월,86141,76234,0.13,0.001,75928,1007,168,4,9034
61 ~ 70,2014년 07월,75575,69107,0.094,0,63595,3083,176,7,8714
61 ~ 70,2014년 08월,74091,68883,0.076,0,63874,990,196,14,9017
61 ~ 70,2014년 09월,102756,93045,0.104,0.001,87975,3368,216,11,11186
61 ~ 70,2014년 10월,116476,94695,0.23,0.001,103308,1033,267,7,11861
61 ~ 70,2014년 11월,87052,68099,0.278,0.001,76854,585,165,9,9439
61 ~ 70,2014년 12월,57503,49152,0.17,0,48967,424,128,2,7982
61 ~ 70,2015년 01월,52580,47649,0.103,0,41647,766,195,4,9968
61 ~ 70,2015년 02월,55128,50057,0.101,0,44343,551,127,10,10097
61 ~ 70,2015년 03월,96661,89600,0.079,0.001,79474,608,133,10,16436
61 ~ 70,2015년 04월,129343,116329,0.112,0.001,113491,663,256,4,14929
61 ~ 70,2015년 05월,125136,103492,0.209,0.001,111474,679,228,5,12750
61 ~ 70,2015년 06월,56374,86141,-0.346,0,48397,471,156,7,7343
61 ~ 70,2015년 07월,36717,75575,-0.514,0,26794,441,170,7,9305
61 ~ 70,2015년 08월,62281,74091,-0.159,0,51144,608,189,10,10330
61 ~ 70,2015년 09월,100001,102756,-0.027,0.001,86119,543,231,4,13104
61 ~ 70,2015년 10월,125753,116476,0.08,0.001,110546,570,233,6,14398
61 ~ 70,2015년 11월,92132,87052,0.058,0.001,80373,565,251,4,10939
61 ~ 70,2015년 12월,64356,57503,0.119,0,54865,403,142,3,8943
61 ~ 70,2016년 01월,66363,52580,0.262,0,54106,681,193,3,11380
61 ~ 70,2016년 02월,67944,55128,0.232,0,55355,577,140,6,11866
61 ~ 70,2016년 03월,116775,96661,0.208,0.001,99911,576,184,6,16098
61 ~ 70,2016년 04월,142287,129343,0.1,0.001,126056,587,212,3,15429
61 ~ 70,2016년 05월,154850,125136,0.237,0.001,140039,641,261,5,13904
61 ~ 70,2016년 06월,129026,56374,1.289,0.001,116393,492,209,8,11924
61 ~ 70,2016년 07월,111877,36717,2.047,0.001,98755,472,190,5,12455
61 ~ 70,2016년 08월,96574,62281,0.551,0.001,83738,553,205,14,12064
61 ~ 70,2016년 09월,134701,100001,0.347,0.001,118516,510,218,6,15451
61 ~ 70,2016년 10월,150488,125753,0.197,0.001,134283,542,237,2,15424
61 ~ 70,2016년 11월,121545,92132,0.319,0.001,108907,468,226,4,11940
61 ~ 70,2016년 12월,86955,64356,0.351,0.001,76468,420,177,6,9884
61 ~ 70,2017년 01월,78540,66363,0.183,0,65639,615,209,1,12076
61 ~ 70,2017년 02월,82759,67944,0.218,0,68608,471,160,7,13513
61 ~ 70,2017년 03월,99758,116775,-0.146,0.001,81994,558,169,6,17031
61 ~ 70,2017년 04월,94380,142287,-0.337,0.001,78969,476,237,2,14696
61 ~ 70,2017년 05월,75953,154850,-0.51,0,61255,552,227,6,13913
61 ~ 70,2017년 06월,68911,129026,-0.466,0,56060,457,207,6,12181
61 ~ 70,2017년 07월,62759,111877,-0.439,0,49822,441,257,2,12237
61 ~ 70,2017년 08월,63221,96574,-0.345,0,49906,447,230,8,12630
61 ~ 70,2017년 09월,82094,134701,-0.391,0,65041,378,268,5,16402
61 ~ 70,2017년 10월,93218,150488,-0.381,0.001,74999,520,247,8,17444
61 ~ 70,2017년 11월,78647,121545,-0.353,0,64349,393,250,2,13653
61 ~ 70,2017년 12월,62403,86955,-0.282,0,51010,342,198,2,10851
61 ~ 70,2018년 01월,58714,78540,-0.252,0,45034,508,239,1,12932
61 ~ 70,2018년 02월,60766,82759,-0.266,0,47139,383,195,6,13043
61 ~ 70,2018년 03월,95588,99758,-0.042,0.001,75711,446,200,3,19228
61 ~ 70,2018년 04월,116359,94380,0.233,0.001,97599,503,244,4,18009
61 ~ 70,2018년 05월,103670,75953,0.365,0.001,86430,475,272,3,16490
61 ~ 70,2018년 06월,92262,68911,0.339,0.001,78558,431,228,5,13040
61 ~ 70,2018년 07월,78747,62759,0.255,0,65357,383,222,3,12782
61 ~ 70,2018년 08월,82610,63221,0.307,0,68613,444,226,5,13322
61 ~ 70,2018년 09월,97182,82094,0.184,0.001,79973,430,280,4,16495
61 ~ 70,2018년 10월,142431,93218,0.528,0.001,123285,517,256,2,18371
61 ~ 70,2018년 11월,112134,78647,0.426,0.001,97334,380,265,4,14151
61 ~ 70,2018년 12월,83541,62403,0.339,0,71466,359,250,1,11465
61 ~ 70,2019년 01월,78071,58714,0.33,0,64002,455,218,3,13393
61 ~ 70,2019년 02월,75866,60766,0.248,0,59949,422,215,9,15271
61 ~ 70,2019년 03월,126186,95588,0.32,0.001,106268,479,281,9,19149
61 ~ 70,2019년 04월,151424,116359,0.301,0.001,133050,423,335,4,17612
61 ~ 70,2019년 05월,134722,103670,0.3,0.001,118169,466,319,6,15762
61 ~ 70,2019년 06월,108614,92262,0.177,0.001,95079,441,316,6,12772
61 ~ 70,2019년 07월,91787,78747,0.166,0.001,78237,390,276,9,12875
61 ~ 70,2019년 08월,93015,82610,0.126,0.001,78502,441,266,10,13796
61 ~ 70,2019년 09월,115313,97182,0.187,0.001,97735,480,306,10,16782
61 ~ 70,2019년 10월,149796,142431,0.052,0.001,131585,457,280,4,17470
61 ~ 70,2019년 11월,123587,112134,0.102,0.001,109279,414,329,5,13560
61 ~ 70,2019년 12월,103459,83541,0.238,0.001,91434,422,343,2,11258
61 ~ 70,2020년 01월,86662,78071,0.11,0.001,70922,612,361,1,14766
61 ~ 70,2020년 02월,40546,75866,-0.466,0,32014,322,233,5,7972
61 ~ 70,2020년 03월,3346,126186,-0.973,0,1573,73,67,5,1628
61 ~ 70,2020년 04월,1018,151424,-0.993,0,279,13,15,0,711
61 ~ 70,2020년 05월,1126,134722,-0.992,0,280,20,8,0,818
61 ~ 70,2020년 06월,1378,108614,-0.987,0,357,35,15,1,970
61 ~ 70,2020년 07월,1738,91787,-0.981,0,423,33,49,0,1233
61 ~ 70,2020년 08월,1904,93015,-0.98,0,489,53,39,3,1320
61 ~ 70,2020년 09월,2097,115313,-0.982,0,564,44,31,1,1457
61 ~ 70,2020년 10월,2322,149796,-0.984,0,564,54,45,1,1658
61 ~ 70,2020년 11월,1957,123587,-0.984,0,518,73,46,0,1320
61 ~ 70,2020년 12월,1364,103459,-0.987,0,391,49,60,4,860
61 ~ 70,2021년 01월,1475,86662,-0.983,0,375,91,72,0,937
61 ~ 70,2021년 02월,1396,40546,-0.966,0,364,34,39,0,959
61 ~ 70,2021년 03월,2217,3346,-0.337,0,491,47,41,2,1636
61 ~ 70,2021년 04월,2865,1018,1.814,0,793,59,50,1,1962
61 ~ 70,2021년 05월,2863,1126,1.543,0,855,62,90,3,1853
61 ~ 70,2021년 06월,2312,1378,0.678,0,722,62,69,0,1459
61 ~ 70,2021년 07월,3194,1738,0.838,0,1098,79,140,1,1876
61 ~ 70,2021년 08월,2824,1904,0.483,0,1115,88,147,1,1473
61 ~ 70,2021년 09월,4238,2097,1.021,0,1705,77,121,0,2335
61 ~ 70,2021년 10월,5409,2322,1.329,0,2332,102,173,0,2802
61 ~ 70,2021년 11월,4736,1957,1.42,0,2140,113,135,2,2346
61 ~ 70,2021년 12월,2832,1364,1.076,0,1136,50,100,2,1544
61 ~ 70,2022년 01월,2786,1475,0.889,0,974,105,121,0,1586
61 ~ 70,2022년 02월,2807,1396,1.011,0,1018,89,59,2,1639
61 ~ 70,2022년 03월,3606,2217,0.627,0,1586,80,108,4,1828
61 ~ 70,2022년 04월,8976,2865,2.133,0,5879,166,151,0,2780
61 ~ 70,소계,12728204,12681621,0.004,0.075,10878763,121065,33163,1050,1694163
71 ~,2005년 01월,6739,0,0,0,5145,45,17,0,1532
71 ~,2005년 02월,7219,0,0,0,5765,52,5,2,1395
71 ~,2005년 03월,12864,0,0,0,10597,47,11,1,2208
71 ~,2005년 04월,16865,0,0,0,14331,63,10,1,2460
71 ~,2005년 05월,12372,0,0,0,9829,61,7,0,2475
71 ~,2005년 06월,10660,0,0,0,8995,50,14,0,1601
71 ~,2005년 07월,8346,0,0,0,6808,46,17,0,1475
71 ~,2005년 08월,8020,0,0,0,6685,28,14,0,1293
71 ~,2005년 09월,12232,0,0,0,10189,40,6,0,1997
71 ~,2005년 10월,17446,0,0,0,14945,50,16,0,2435
71 ~,2005년 11월,12239,0,0,0,10217,54,20,0,1948
71 ~,2005년 12월,7777,0,0,0,6428,40,13,0,1296
71 ~,2006년 01월,6267,6739,-0.07,0,4858,39,14,1,1355
71 ~,2006년 02월,6812,7219,-0.056,0,5410,49,8,0,1345
71 ~,2006년 03월,12137,12864,-0.057,0,10528,47,7,0,1555
71 ~,2006년 04월,15429,16865,-0.085,0,13266,62,17,2,2082
71 ~,2006년 05월,15822,12372,0.279,0,14029,50,10,1,1732
71 ~,2006년 06월,12110,10660,0.136,0,10723,44,15,0,1328
71 ~,2006년 07월,8528,8346,0.022,0,7448,46,17,1,1016
71 ~,2006년 08월,8550,8020,0.066,0,7559,36,15,0,940
71 ~,2006년 09월,12565,12232,0.027,0,11082,44,18,0,1421
71 ~,2006년 10월,17394,17446,-0.003,0,15502,46,13,1,1832
71 ~,2006년 11월,12296,12239,0.005,0,10836,35,12,0,1413
71 ~,2006년 12월,7370,7777,-0.052,0,6373,38,7,2,950
71 ~,2007년 01월,6691,6267,0.068,0,5750,50,23,1,867
71 ~,2007년 02월,7135,6812,0.047,0,6211,30,12,2,880
71 ~,2007년 03월,12325,12137,0.015,0,10735,49,11,0,1530
71 ~,2007년 04월,16608,15429,0.076,0,13715,51,20,1,2821
71 ~,2007년 05월,15704,15822,-0.007,0,13034,44,15,2,2609
71 ~,2007년 06월,11990,12110,-0.01,0,9925,46,15,0,2004
71 ~,2007년 07월,8856,8528,0.038,0,7267,37,10,0,1542
71 ~,2007년 08월,8364,8550,-0.022,0,6889,34,15,0,1426
71 ~,2007년 09월,13261,12565,0.055,0,10914,35,14,1,2297
71 ~,2007년 10월,19299,17394,0.11,0,16240,43,22,0,2994
71 ~,2007년 11월,14107,12296,0.147,0,11734,31,19,1,2322
71 ~,2007년 12월,8935,7370,0.212,0,7449,25,13,1,1447
71 ~,2008년 01월,7783,6691,0.163,0,6091,32,18,0,1642
71 ~,2008년 02월,8448,7135,0.184,0,6539,42,20,1,1846
71 ~,2008년 03월,13854,12325,0.124,0,11357,41,13,0,2443
71 ~,2008년 04월,20727,16608,0.248,0,17424,46,20,2,3235
71 ~,2008년 05월,19366,15704,0.233,0,16496,46,17,1,2806
71 ~,2008년 06월,13301,11990,0.109,0,11168,45,17,0,2071
71 ~,2008년 07월,11128,8856,0.257,0,9301,47,14,0,1766
71 ~,2008년 08월,9330,8364,0.115,0,7603,38,24,1,1664
71 ~,2008년 09월,15359,13261,0.158,0,12663,42,13,2,2639
71 ~,2008년 10월,21713,19299,0.125,0,18374,51,14,0,3274
71 ~,2008년 11월,14514,14107,0.029,0,12189,40,13,0,2272
71 ~,2008년 12월,10216,8935,0.143,0,8866,29,17,0,1304
71 ~,2009년 01월,10859,7783,0.395,0,9349,37,23,0,1450
71 ~,2009년 02월,12791,8448,0.514,0,11620,24,16,0,1131
71 ~,2009년 03월,22043,13854,0.591,0,20524,41,9,0,1469
71 ~,2009년 04월,26012,20727,0.255,0,24292,42,17,0,1661
71 ~,2009년 05월,18764,19366,-0.031,0,17320,47,13,0,1384
71 ~,2009년 06월,12611,13301,-0.052,0,11378,34,8,0,1191
71 ~,2009년 07월,12533,11128,0.126,0,11381,31,15,0,1106
71 ~,2009년 08월,11711,9330,0.255,0,10629,35,18,0,1029
71 ~,2009년 09월,18603,15359,0.211,0,17086,41,4,1,1471
71 ~,2009년 10월,24587,21713,0.132,0,22835,39,11,0,1702
71 ~,2009년 11월,17522,14514,0.207,0,15176,47,9,0,2290
71 ~,2009년 12월,11018,10216,0.079,0,9240,22,10,0,1746
71 ~,2010년 01월,10081,10859,-0.072,0,8078,26,8,0,1969
71 ~,2010년 02월,10701,12791,-0.163,0,8904,20,7,0,1770
71 ~,2010년 03월,21083,22043,-0.044,0,18126,47,11,0,2899
71 ~,2010년 04월,26875,26012,0.033,0,23511,42,13,0,3309
71 ~,2010년 05월,25001,18764,0.332,0,22016,39,12,0,2934
71 ~,2010년 06월,19139,12611,0.518,0,16619,33,7,0,2480
71 ~,2010년 07월,14378,12533,0.147,0,12386,35,17,0,1940
71 ~,2010년 08월,13341,11711,0.139,0,11568,29,9,0,1735
71 ~,2010년 09월,20223,18603,0.087,0,17506,40,13,1,2663
71 ~,2010년 10월,27679,24587,0.126,0,24152,53,16,0,3458
71 ~,2010년 11월,19767,17522,0.128,0,16903,42,14,0,2808
71 ~,2010년 12월,10732,11018,-0.026,0,8930,28,12,0,1762
71 ~,2011년 01월,9424,10081,-0.065,0,7357,40,12,0,2015
71 ~,2011년 02월,9658,10701,-0.097,0,7761,36,7,1,1853
71 ~,2011년 03월,17179,21083,-0.185,0,13963,41,3,0,3172
71 ~,2011년 04월,23754,26875,-0.116,0,20031,55,18,0,3650
71 ~,2011년 05월,21695,25001,-0.132,0,18426,51,13,1,3204
71 ~,2011년 06월,19527,19139,0.02,0,16847,53,6,0,2621
71 ~,2011년 07월,15926,14378,0.108,0,13710,36,9,0,2171
71 ~,2011년 08월,15963,13341,0.197,0,13787,44,13,2,2117
71 ~,2011년 09월,22805,20223,0.128,0,19757,36,10,0,3002
71 ~,2011년 10월,33229,27679,0.201,0,29271,60,13,0,3885
71 ~,2011년 11월,22887,19767,0.158,0,19888,38,12,0,2949
71 ~,2011년 12월,13466,10732,0.255,0,11379,33,7,0,2047
71 ~,2012년 01월,11997,9424,0.273,0,9791,21,13,0,2172
71 ~,2012년 02월,14060,9658,0.456,0,11897,36,2,1,2124
71 ~,2012년 03월,24860,17179,0.447,0,21487,35,12,1,3325
71 ~,2012년 04월,35712,23754,0.503,0,31453,48,9,0,4202
71 ~,2012년 05월,34010,21695,0.568,0,30435,44,17,0,3514
71 ~,2012년 06월,26712,19527,0.368,0,23990,24,14,0,2684
71 ~,2012년 07월,21288,15926,0.337,0,18349,39,14,0,2886
71 ~,2012년 08월,19709,15963,0.235,0,17058,40,15,1,2595
71 ~,2012년 09월,25824,22805,0.132,0,22828,46,13,1,2936
71 ~,2012년 10월,31013,33229,-0.067,0,26858,35,14,0,4106
71 ~,2012년 11월,19068,22887,-0.167,0,15307,36,13,0,3712
71 ~,2012년 12월,11418,13466,-0.152,0,9433,29,5,0,1951
71 ~,2013년 01월,10980,11997,-0.085,0,8661,40,22,0,2257
71 ~,2013년 02월,12243,14060,-0.129,0,9906,47,17,1,2272
71 ~,2013년 03월,24169,24860,-0.028,0,20954,46,11,1,3157
71 ~,2013년 04월,31807,35712,-0.109,0,27718,293,12,2,3782
71 ~,2013년 05월,28593,34010,-0.159,0,23784,1629,9,1,3170
71 ~,2013년 06월,24554,26712,-0.081,0,20746,1196,10,0,2602
71 ~,2013년 07월,20971,21288,-0.015,0,17633,1102,15,0,2221
71 ~,2013년 08월,21916,19709,0.112,0,18964,704,17,0,2231
71 ~,2013년 09월,30219,25824,0.17,0,26295,850,12,1,3061
71 ~,2013년 10월,31870,31013,0.028,0,27615,196,18,0,4041
71 ~,2013년 11월,19020,19068,-0.003,0,15679,58,13,0,3270
71 ~,2013년 12월,12147,11418,0.064,0,9843,73,11,0,2220
71 ~,2014년 01월,12792,10980,0.165,0,10122,44,15,0,2611
71 ~,2014년 02월,11635,12243,-0.05,0,9247,40,13,1,2334
71 ~,2014년 03월,26282,24169,0.087,0,22359,114,16,1,3792
71 ~,2014년 04월,37438,31807,0.177,0,32628,55,18,0,4737
71 ~,2014년 05월,34980,28593,0.223,0,29877,1107,16,0,3980
71 ~,2014년 06월,26902,24554,0.096,0,23384,259,23,0,3236
71 ~,2014년 07월,23900,20971,0.14,0,19456,1252,11,0,3181
71 ~,2014년 08월,22246,21916,0.015,0,18840,224,28,2,3152
71 ~,2014년 09월,33354,30219,0.104,0,27944,1159,31,0,4220
71 ~,2014년 10월,38023,31870,0.193,0,32896,223,26,0,4878
71 ~,2014년 11월,25976,19020,0.366,0,22289,47,20,0,3620
71 ~,2014년 12월,14090,12147,0.16,0,11518,28,24,0,2520
71 ~,2015년 01월,12165,12792,-0.049,0,9107,51,18,0,2989
71 ~,2015년 02월,14173,11635,0.218,0,11309,43,19,0,2802
71 ~,2015년 03월,26259,26282,-0.001,0,22113,48,14,1,4083
71 ~,2015년 04월,42222,37438,0.128,0,36711,49,33,0,5429
71 ~,2015년 05월,41797,34980,0.195,0,37148,53,32,0,4564
71 ~,2015년 06월,17860,26902,-0.336,0,15449,32,13,0,2366
71 ~,2015년 07월,11081,23900,-0.536,0,8240,29,20,0,2792
71 ~,2015년 08월,18881,22246,-0.151,0,15636,36,26,0,3183
71 ~,2015년 09월,30223,33354,-0.094,0,25642,55,24,0,4502
71 ~,2015년 10월,38450,38023,0.011,0,32969,43,21,0,5417
71 ~,2015년 11월,25218,25976,-0.029,0,21235,45,28,0,3910
71 ~,2015년 12월,15440,14090,0.096,0,12438,34,15,0,2953
71 ~,2016년 01월,15342,12165,0.261,0,11818,47,22,0,3455
71 ~,2016년 02월,16379,14173,0.156,0,13526,60,19,0,2774
71 ~,2016년 03월,32123,26259,0.223,0,27534,47,20,2,4520
71 ~,2016년 04월,45335,42222,0.074,0,39829,45,23,0,5438
71 ~,2016년 05월,48756,41797,0.166,0,44002,61,29,2,4662
71 ~,2016년 06월,36994,17860,1.071,0,33141,38,22,0,3793
71 ~,2016년 07월,34324,11081,2.098,0,30328,47,26,2,3921
71 ~,2016년 08월,28180,18881,0.493,0,24609,37,22,1,3511
71 ~,2016년 09월,42096,30223,0.393,0,36978,44,19,1,5054
71 ~,2016년 10월,45865,38450,0.193,0,40537,50,25,0,5253
71 ~,2016년 11월,33055,25218,0.311,0,28839,42,18,1,4155
71 ~,2016년 12월,19674,15440,0.274,0,16627,26,20,0,3001
71 ~,2017년 01월,18957,15342,0.236,0,15258,67,24,1,3607
71 ~,2017년 02월,17782,16379,0.086,0,14883,46,23,1,2829
71 ~,2017년 03월,29086,32123,-0.095,0,24246,53,31,0,4756
71 ~,2017년 04월,31943,45335,-0.295,0,26755,56,32,0,5100
71 ~,2017년 05월,22441,48756,-0.54,0,17948,49,22,0,4422
71 ~,2017년 06월,19259,36994,-0.479,0,15430,40,16,1,3772
71 ~,2017년 07월,18304,34324,-0.467,0,14528,44,31,0,3701
71 ~,2017년 08월,17596,28180,-0.376,0,14248,42,36,2,3268
71 ~,2017년 09월,23726,42096,-0.436,0,18785,39,36,2,4864
71 ~,2017년 10월,27979,45865,-0.39,0,22752,51,27,0,5149
71 ~,2017년 11월,19368,33055,-0.414,0,15040,40,31,1,4256
71 ~,2017년 12월,13607,19674,-0.308,0,10572,30,24,0,2981
71 ~,2018년 01월,13566,18957,-0.284,0,9781,38,35,1,3711
71 ~,2018년 02월,14966,17782,-0.158,0,11720,36,32,0,3178
71 ~,2018년 03월,25122,29086,-0.136,0,20370,40,39,1,4672
71 ~,2018년 04월,37451,31943,0.172,0,31521,52,33,1,5844
71 ~,2018년 05월,33414,22441,0.489,0,28043,35,27,1,5308
71 ~,2018년 06월,27692,19259,0.438,0,23621,33,22,0,4016
71 ~,2018년 07월,20884,18304,0.141,0,16891,41,37,0,3915
71 ~,2018년 08월,23293,17596,0.324,0,19763,46,22,1,3461
71 ~,2018년 09월,27531,23726,0.16,0,22791,48,24,1,4667
71 ~,2018년 10월,45342,27979,0.621,0,39440,54,22,1,5825
71 ~,2018년 11월,29115,19368,0.503,0,24816,33,31,0,4235
71 ~,2018년 12월,17739,13607,0.304,0,14593,42,37,0,3067
71 ~,2019년 01월,18258,13566,0.346,0,14121,57,38,0,4042
71 ~,2019년 02월,17174,14966,0.148,0,14035,49,37,1,3052
71 ~,2019년 03월,33814,25122,0.346,0,28742,60,27,0,4985
71 ~,2019년 04월,49641,37451,0.325,0,43977,64,64,1,5535
71 ~,2019년 05월,43088,33414,0.29,0,38086,69,31,0,4902
71 ~,2019년 06월,32116,27692,0.16,0,28281,61,34,0,3740
71 ~,2019년 07월,24172,20884,0.157,0,20264,49,38,0,3821
71 ~,2019년 08월,26523,23293,0.139,0,22999,53,46,1,3424
71 ~,2019년 09월,33684,27531,0.223,0,29025,54,41,1,4563
71 ~,2019년 10월,44232,45342,-0.024,0,38953,68,44,1,5166
71 ~,2019년 11월,30549,29115,0.049,0,26526,66,36,0,3921
71 ~,2019년 12월,24948,17739,0.406,0,21760,62,30,0,3096
71 ~,2020년 01월,23578,18258,0.291,0,18829,85,37,0,4627
71 ~,2020년 02월,10872,17174,-0.367,0,9199,43,26,1,1603
71 ~,2020년 03월,881,33814,-0.974,0,452,7,4,1,417
71 ~,2020년 04월,277,49641,-0.994,0,57,6,1,0,213
71 ~,2020년 05월,264,43088,-0.994,0,64,1,0,0,199
71 ~,2020년 06월,290,32116,-0.991,0,84,2,1,0,203
71 ~,2020년 07월,335,24172,-0.986,0,86,2,7,0,240
71 ~,2020년 08월,405,26523,-0.985,0,117,3,4,1,280
71 ~,2020년 09월,504,33684,-0.985,0,151,4,2,0,347
71 ~,2020년 10월,598,44232,-0.986,0,147,6,4,0,441
71 ~,2020년 11월,481,30549,-0.984,0,137,12,2,0,330
71 ~,2020년 12월,314,24948,-0.987,0,52,8,5,0,249
71 ~,2021년 01월,280,23578,-0.988,0,54,6,4,0,216
71 ~,2021년 02월,263,10872,-0.976,0,50,8,13,1,191
71 ~,2021년 03월,499,881,-0.434,0,143,4,0,0,352
71 ~,2021년 04월,799,277,1.884,0,255,7,10,0,527
71 ~,2021년 05월,708,264,1.682,0,237,9,5,0,457
71 ~,2021년 06월,594,290,1.048,0,183,3,7,0,401
71 ~,2021년 07월,767,335,1.29,0,233,10,18,0,506
71 ~,2021년 08월,704,405,0.738,0,268,13,26,0,397
71 ~,2021년 09월,1057,504,1.097,0,395,11,14,0,637
71 ~,2021년 10월,1380,598,1.308,0,603,15,23,0,739
71 ~,2021년 11월,1204,481,1.503,0,525,23,15,0,641
71 ~,2021년 12월,624,314,0.987,0,204,3,7,0,410
71 ~,2022년 01월,613,280,1.189,0,203,14,15,0,381
71 ~,2022년 02월,602,263,1.289,0,207,10,12,1,372
71 ~,2022년 03월,885,499,0.774,0,373,10,15,1,486
71 ~,2022년 04월,2737,799,2.426,0,1938,27,22,0,750
71 ~,소계,3771187,3759312,0.003,0.022,3206007,17883,3643,84,543570
승무원,2005년 01월,70282,0,0,0,0,0,0,0,70282
승무원,2005년 02월,61011,0,0,0,0,0,0,0,61011
승무원,2005년 03월,72086,0,0,0,0,0,0,0,72086
승무원,2005년 04월,77034,0,0,0,0,0,0,0,77034
승무원,2005년 05월,77528,0,0,0,0,0,0,0,77528
승무원,2005년 06월,67765,0,0,0,0,0,0,0,67765
승무원,2005년 07월,72190,0,0,0,0,0,0,0,72190
승무원,2005년 08월,73193,0,0,0,0,0,0,0,73193
승무원,2005년 09월,67220,0,0,0,0,0,0,0,67220
승무원,2005년 10월,70768,0,0,0,0,0,0,0,70768
승무원,2005년 11월,52803,0,0,0,0,0,0,0,52803
승무원,2005년 12월,66518,0,0,0,0,0,0,0,66518
승무원,2006년 01월,70344,70282,0.001,0,0,0,0,0,70344
승무원,2006년 02월,66079,61011,0.083,0,0,0,0,0,66079
승무원,2006년 03월,72798,72086,0.01,0,0,0,0,0,72798
승무원,2006년 04월,112678,77034,0.463,0.001,0,0,0,0,112678
승무원,2006년 05월,76016,77528,-0.02,0,0,0,0,0,76016
승무원,2006년 06월,72451,67765,0.069,0,0,0,0,0,72451
승무원,2006년 07월,73009,72190,0.011,0,0,0,0,0,73009
승무원,2006년 08월,76629,73193,0.047,0,0,0,0,0,76629
승무원,2006년 09월,75720,67220,0.126,0,0,0,0,0,75720
승무원,2006년 10월,76035,70768,0.074,0,0,0,0,0,76035
승무원,2006년 11월,73588,52803,0.394,0,0,0,0,0,73588
승무원,2006년 12월,73972,66518,0.112,0,0,0,0,0,73972
승무원,2007년 01월,73896,70344,0.05,0,0,0,0,0,73896
승무원,2007년 02월,64858,66079,-0.018,0,0,0,0,0,64858
승무원,2007년 03월,78008,72798,0.072,0,0,0,0,0,78008
승무원,2007년 04월,83400,112678,-0.26,0,0,0,0,0,83400
승무원,2007년 05월,79717,76016,0.049,0,0,0,0,0,79717
승무원,2007년 06월,76224,72451,0.052,0,0,0,0,0,76224
승무원,2007년 07월,82968,73009,0.136,0,0,0,0,0,82968
승무원,2007년 08월,86087,76629,0.123,0.001,0,0,0,0,86087
승무원,2007년 09월,79271,75720,0.047,0,0,0,0,0,79271
승무원,2007년 10월,78036,76035,0.026,0,0,0,0,0,78036
승무원,2007년 11월,74047,73588,0.006,0,0,0,0,0,74047
승무원,2007년 12월,77336,73972,0.045,0,0,0,0,0,77336
승무원,2008년 01월,75218,73896,0.018,0,0,0,0,0,75218
승무원,2008년 02월,66592,64858,0.027,0,0,0,0,0,66592
승무원,2008년 03월,79150,78008,0.015,0,0,0,0,0,79150
승무원,2008년 04월,83379,83400,0,0,0,0,0,0,83379
승무원,2008년 05월,79058,79717,-0.008,0,0,0,0,0,79058
승무원,2008년 06월,74131,76224,-0.027,0,0,0,0,0,74131
승무원,2008년 07월,76655,82968,-0.076,0,0,0,0,0,76655
승무원,2008년 08월,78362,86087,-0.09,0,0,0,0,0,78362
승무원,2008년 09월,77846,79271,-0.018,0,0,0,0,0,77846
승무원,2008년 10월,88669,78036,0.136,0.001,0,0,0,0,88669
승무원,2008년 11월,73742,74047,-0.004,0,0,0,0,0,73742
승무원,2008년 12월,73247,77336,-0.053,0,0,0,0,0,73247
승무원,2009년 01월,68657,75218,-0.087,0,0,0,0,0,68657
승무원,2009년 02월,66944,66592,0.005,0,0,0,0,0,66944
승무원,2009년 03월,84708,79150,0.07,0,0,0,0,0,84708
승무원,2009년 04월,73889,83379,-0.114,0,0,0,0,0,73889
승무원,2009년 05월,76362,79058,-0.034,0,0,0,0,0,76362
승무원,2009년 06월,74582,74131,0.006,0,0,0,0,0,74582
승무원,2009년 07월,75720,76655,-0.012,0,0,0,0,0,75720
